ZdAId;ZdAVersion;ZdACreated;ZdAChanged;ZdAName;ZdAXEpsg2154;ZdAYEpsg2154;ZdCId;ZdAType;ZdAPostalRegion;ZdATown,
419839;725334-840982;2015-08-21T23:15:00+02:00;2021-01-21T15:06:52+01:00;Emy-les-Prés;641885;6875138;425985;onstreetBus;95176;Cormeilles-en-Parisis,
47551;47551-65449;2014-12-29T16:31:51+01:00;2021-01-21T14:55:53+01:00;Piretins - Hôtel de Ville;645513;6874869;65449;onstreetBus;95582;Sannois,
477700;1228119-1228120;2019-08-07T02:00:00+02:00;2021-01-18T17:10:42+01:00;Collegien - Lamirault;676435;6858505;477701;onstreetBus;77121;Collégien,
52450;52450-68637;2014-12-29T16:31:51+01:00;2021-01-15T17:52:45+01:00;Pierres;684803;6866811;68637;onstreetBus;77132;Coupvray,
52452;52452-68595;2014-12-29T16:31:51+01:00;2021-01-15T16:43:51+01:00;Touarte;684880;6866192;68595;onstreetBus;77132;Coupvray,
55867;55867-1206881;2014-12-29T16:31:51+01:00;2021-01-15T15:55:27+01:00;Canada;679636;6864566;68477;onstreetBus;77243;Lagny-sur-Marne,
53556;729923-729924;2014-12-29T01:00:00+01:00;2021-01-14T16:17:05+01:00;Rougeau;668322;6833552;62304;onstreetBus;77445;Savigny-le-Temple,
52519;1226418-1226419;2014-12-29T01:00:00+01:00;2021-01-13T13:26:25+01:00;François la Chapelle;684838;6867330;68660;onstreetBus;77248;Lesches,
54173;54173-65762;2014-12-29T16:31:51+01:00;2021-01-12T15:13:19+01:00;Samson Davilliers;647311;6876474;65762;onstreetBus;95203;Eaubonne,
47285;47285-883994;2014-12-29T16:31:51+01:00;2021-01-06T17:27:07+01:00;Fontaine Rouge;683231;6861671;68266;onstreetBus;77111;Chessy,
55783;55783-68211;2014-12-29T16:31:51+01:00;2021-01-06T17:26:59+01:00;Les Marmousets;684359;6861172;68211;onstreetBus;77449;Serris,
55817;55817-68327;2014-12-29T16:31:51+01:00;2021-01-06T17:26:59+01:00;Bois de Loselet;682463;6862982;68327;onstreetBus;77307;Montévrain,
55815;55815-68451;2014-12-29T16:31:51+01:00;2021-01-06T17:26:59+01:00;Glacière;682172;6864321;68451;onstreetBus;77111;Chessy,
55821;55821-68445;2014-12-29T16:31:51+01:00;2021-01-06T17:26:59+01:00;Pouzol;679167;6864263;68445;onstreetBus;77243;Lagny-sur-Marne,
55945;55945-68261;2014-12-29T16:31:51+01:00;2021-01-06T17:26:59+01:00;Eugène Isabey;682641;6861727;68261;onstreetBus;77307;Montévrain,
47318;47318-68509;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Mairie - Ecole;678905;6864969;68509;onstreetBus;77464;Thorigny-sur-Marne,
479795;1206677-1206685;2020-08-13T02:00:00+02:00;2021-01-06T15:54:36+01:00;Collège Lucie Aubrac;682308;6862156;478494;onstreetBus;77307;Montévrain,
419938;732157-732158;2015-08-31T02:00:00+02:00;2021-01-06T15:54:36+01:00;Léo Gausson;678473;6863344;68344;onstreetBus;77243;Lagny-sur-Marne,
419932;732159-844599;2015-08-31T02:00:00+02:00;2021-01-06T15:54:36+01:00;Moulin;676095;6858729;68048;onstreetBus;77121;Collégien,
56008;56008-68095;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Georges Méliès;679487;6859471;68095;onstreetBus;77058;Bussy-Saint-Georges,
426623;1206846-1206847;2017-07-04T02:00:00+02:00;2021-01-06T15:54:36+01:00;Les 3 Petits Bois;685947;6862651;426624;onstreetBus;77268;Magny-le-Hongre,
55774;55774-68032;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Le Gibet;684631;6858509;68032;onstreetBus;77510;Villeneuve-Saint-Denis,
55781;55781-68149;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Lys;679142;6860420;68149;onstreetBus;77058;Bussy-Saint-Georges,
55795;55795-68236;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Paul Claudel;679298;6861473;68236;onstreetBus;77221;Guermantes,
55798;55798-68294;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Parc de L'Esplanade;676102;6862525;68294;onstreetBus;77438;Saint-Thibault-des-Vignes,
55842;55842-68299;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Le Calvaire;677601;6862579;68299;onstreetBus;77209;Gouvernes,
55854;55854-68576;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Cerisiers;678452;6865657;68576;onstreetBus;77464;Thorigny-sur-Marne,
55863;55863-68534;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Chantrennes;679658;6865234;68534;onstreetBus;77464;Thorigny-sur-Marne,
55869;55869-68563;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Daniel Leduc;680748;6865528;68563;onstreetBus;77155;Dampmart,
55866;55866-68016;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Paris;678377;6858387;68016;onstreetBus;77181;Ferrières-en-Brie,
55885;55885-68368;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Peduzzi;678556;6863386;68368;onstreetBus;77243;Lagny-sur-Marne,
55892;55892-68543;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Cornouillers;677251;6865390;68543;onstreetBus;77372;Pomponne,
55814;55814-68237;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Plaine;675897;6861501;68237;onstreetBus;77438;Saint-Thibault-des-Vignes,
55819;55819-828121;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Portes de La Forêt;676582;6858824;68055;onstreetBus;77181;Ferrières-en-Brie,
55826;55826-68547;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Sente des Vignes;679770;6865402;68547;onstreetBus;77464;Thorigny-sur-Marne,
55963;55963-68533;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Cimetière;679448;6865219;68533;onstreetBus;77464;Thorigny-sur-Marne,
55966;55966-68417;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Saint Jean;677846;6864051;68417;onstreetBus;77243;Lagny-sur-Marne,
55965;739301-739302;2014-12-29T01:00:00+01:00;2021-01-06T15:54:36+01:00;Anne Frank;676480;6853191;67759;onstreetBus;77350;Ozoir-la-Ferrière,
55978;55978-68376;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Kennedy;677290;6863472;68376;onstreetBus;77438;Saint-Thibault-des-Vignes,
55981;55981-68640;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;La Croix;678484;6866909;68640;onstreetBus;77062;Carnetin,
55997;55997-68243;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Maison de Retraite;678714;6861604;68243;onstreetBus;77221;Guermantes,
55914;55914-68211;2014-12-29T16:31:51+01:00;2021-01-06T15:54:36+01:00;Collège Madeleine Renaud;684362;6861099;68211;onstreetBus;77449;Serris,
55934;872591-872592;2014-12-29T01:00:00+01:00;2021-01-06T15:54:36+01:00;Puits Du Gué;681738;6863534;68381;onstreetBus;77307;Montévrain,
462670;1011857-1011859;2018-12-05T22:05:37+01:00;2021-01-06T15:54:36+01:00;Infroit;679992;6863859;462671;onstreetBus;77243;Lagny-sur-Marne,
45770;45770-1208892;2014-12-29T16:31:51+01:00;2021-01-06T11:52:39+01:00;Victor Hugo;666547;6840820;479905;onstreetBus;77122;Combs-la-Ville,
53458;729895-729896;2014-12-29T01:00:00+01:00;2021-01-06T11:52:39+01:00;Parisud Jean Monnet;667329;6838235;62464;onstreetBus;77251;Lieusaint,
53496;53496-62379;2014-12-29T16:31:51+01:00;2021-01-06T11:52:39+01:00;Collège des Maillettes;669763;6835970;62379;onstreetBus;77296;Moissy-Cramayel,
53540;53540-62264;2014-12-29T16:31:51+01:00;2021-01-06T11:52:39+01:00;Droits de l'Homme;669412;6832017;62264;onstreetBus;77445;Savigny-le-Temple,
53560;53560-62303;2014-12-29T16:31:51+01:00;2021-01-06T11:52:39+01:00;Réveil Matin;666513;6833558;62303;onstreetBus;77445;Savigny-le-Temple,
53503;53503-62421;2014-12-29T16:31:51+01:00;2021-01-06T11:52:39+01:00;Naples;669344;6836891;62421;onstreetBus;77296;Moissy-Cramayel,
53505;53505-62426;2014-12-29T16:31:51+01:00;2021-01-06T11:52:39+01:00;Parc Omnisports;670097;6836914;62426;onstreetBus;77296;Moissy-Cramayel,
53514;53514-62244;2014-12-29T16:31:51+01:00;2021-01-06T11:52:39+01:00;Clairière;667483;6831666;62244;onstreetBus;77326;Nandy,
53517;53517-62251;2014-12-29T16:31:51+01:00;2021-01-06T11:52:39+01:00;Faisanderie;668345;6831731;62251;onstreetBus;77326;Nandy,
58436;58436-73708;2014-12-29T16:31:51+01:00;2020-10-26T01:00:00+01:00;République;647613;6876097;73708;onstreetBus;95203;Eaubonne,
54175;54175-66078;2014-12-29T16:31:51+01:00;2020-10-26T01:00:00+01:00;Lycée Louis Armand;647624;6877748;66078;onstreetBus;95203;Eaubonne,
421400;811995-813053;2016-02-17T01:00:00+01:00;2020-10-06T02:00:00+02:00;Collège Liberté;659714;6868320;421401;onstreetBus;93029;Drancy,
473419;1095714-1095721;2019-03-13T01:00:00+01:00;2020-09-01T17:52:50+02:00;Gare de La Ferté-Milon;708853;6897747;411373;onstreetBus;02307;La Ferté-Milon,
479851;1207156-1158438;2020-08-26T02:00:00+02:00;2020-08-26T14:01:22+02:00;Aéroport CDG 1 (Terminal 3) - CDGVAL;667879;6878985;73596;onstreetBus;93073;Tremblay-en-France,
49894;1206884-1206885;2014-12-29T01:00:00+01:00;2020-08-21T16:14:14+02:00;Château-Syndicat;627005;6825936;59809;onstreetBus;91200;Dourdan,
56335;56335-969829;2014-12-29T16:31:51+01:00;2020-03-30T17:44:41+02:00;Mairie;670822;6868673;68714;onstreetBus;77139;Courtry,
42619;42619-72806;2014-12-29T16:31:51+01:00;2020-03-27T18:26:49+01:00;Cimetière;666686;6844190;72806;onstreetBus;94056;Périgny,
58962;58962-69080;2014-12-29T16:31:51+01:00;2020-03-11T16:02:37+01:00;Forest;673632;6875563;69080;onstreetBus;77294;Mitry-Mory,
43599;43599-68688;2014-12-29T16:31:51+01:00;2020-03-11T16:02:37+01:00;Lagny;673115;6868260;68688;onstreetBus;77363;Le Pin,
59139;969835-969829;2014-12-29T01:00:00+01:00;2020-01-22T12:09:21+01:00;Église;670916;6868753;68714;onstreetBus;77139;Courtry,
56279;56279-67807;2014-12-29T16:31:51+01:00;2019-10-23T13:38:10+02:00;Village de Flore;675301;6854743;67807;onstreetBus;77390;Roissy-en-Brie,
58958;58958-74081;2014-12-29T16:31:51+01:00;2019-10-23T13:37:37+02:00;Aéroport CDG - Terminal PW (Résa Parking Eco);671334;6878696;74081;onstreetBus;77291;Le Mesnil-Amelot,
58589;58589-1016197;2014-12-29T16:31:51+01:00;2019-10-23T13:37:36+02:00;Aéroport CDG - Terminal 2B;667997;6878328;412553;onstreetBus;93073;Tremblay-en-France,
56288;56288-67842;2014-12-29T16:31:51+01:00;2019-10-23T13:37:27+02:00;Stade Bessuard;674494;6855330;67842;onstreetBus;77390;Roissy-en-Brie,
48907;48907-66001;2014-12-29T16:31:51+01:00;2019-10-23T13:36:47+02:00;Rue Jean Leclaire;638805;6877486;66001;onstreetBus;95306;Herblay,
461580;965743-965745;2018-05-14T23:12:36+02:00;2019-10-23T13:36:23+02:00;Rue damois;647450;6893867;461581;onstreetBus;95052;Beaumont-sur-Oise,
461650;966046-966048;2018-05-14T23:15:34+02:00;2019-10-23T13:36:16+02:00;Route de Balagny;653104;6909866;461651;onstreetBus;60155;Cires-lès-Mello,
56352;56352-68423;2014-12-29T16:31:51+01:00;2019-10-23T13:35:13+02:00;Pomponne;673113;6864175;68423;onstreetBus;77479;Vaires-sur-Marne,
56209;56209-67825;2014-12-29T16:31:51+01:00;2019-10-23T13:34:36+02:00;Pierrerie;673845;6855016;67825;onstreetBus;77390;Roissy-en-Brie,
460411;924588-924590;2018-03-20T22:16:53+01:00;2019-10-23T13:34:32+02:00;Peupliers;684110;6889583;460412;onstreetBus;60619;Silly-le-Long,
56346;56346-68422;2014-12-29T16:31:51+01:00;2019-10-23T13:34:12+02:00;Passerelle;672912;6864171;68422;onstreetBus;77479;Vaires-sur-Marne,
57611;57611-67884;2014-12-29T16:31:51+01:00;2019-10-23T13:34:08+02:00;Parc Hi-Han;673039;6856063;67884;onstreetBus;77390;Roissy-en-Brie,
56275;56275-67809;2014-12-29T16:31:51+01:00;2019-10-23T13:34:07+02:00;Parc des Sources;674466;6854756;67809;onstreetBus;77390;Roissy-en-Brie,
57602;57602-67774;2014-12-29T16:31:51+01:00;2019-10-23T13:33:47+02:00;Le Nautil;672462;6853794;67774;onstreetBus;77373;Pontault-Combault,
43770;43770-886176;2014-12-29T16:31:51+01:00;2019-10-23T13:33:46+02:00;Résidence du Parc;671753;6843498;67433;onstreetBus;77053;Brie-Comte-Robert,
56226;56226-67755;2014-12-29T16:31:51+01:00;2019-10-23T13:33:03+02:00;Margotins;676300;6852800;67755;onstreetBus;77350;Ozoir-la-Ferrière,
43743;43743-67767;2014-12-29T16:31:51+01:00;2019-10-23T13:31:06+02:00;Les Hantes;670289;6853516;67767;onstreetBus;77373;Pontault-Combault,
461609;965886-965888;2018-05-14T23:13:54+02:00;2019-10-23T13:30:52+02:00;Les Beauchamps;644153;6908159;461610;onstreetBus;60334;Lachapelle-Saint-Pierre,
43696;43696-72960;2014-12-29T16:31:51+01:00;2019-10-23T13:30:51+02:00;Les Alouettes;669723;6853315;72960;onstreetBus;94060;La Queue-en-Brie,
56221;56221-67722;2014-12-29T16:31:51+01:00;2019-10-23T13:30:46+02:00;Leclerc;675955;6851682;67722;onstreetBus;77350;Ozoir-la-Ferrière,
461886;969471-969473;2018-06-14T23:11:00+02:00;2019-10-23T13:30:25+02:00;Laussedat;670769;6866996;461887;onstreetBus;77108;Chelles,
57604;57604-67791;2014-12-29T16:31:51+01:00;2019-10-23T13:30:11+02:00;La Pépinière;671565;6854334;67791;onstreetBus;77373;Pontault-Combault,
419841;725343-725345;2015-08-21T23:15:06+02:00;2019-10-23T13:29:25+02:00;Ibis;642062;6874911;419842;onstreetBus;95176;Cormeilles-en-Parisis,
56004;56004-68406;2014-12-29T16:31:51+01:00;2019-10-23T13:29:23+02:00;Dream Castle;685786;6863877;68406;onstreetBus;77268;Magny-le-Hongre,
56280;56280-67904;2014-12-29T16:31:51+01:00;2019-10-23T13:27:35+02:00;Emery - Dantzig;671419;6856525;67904;onstreetBus;77373;Pontault-Combault,
461634;965979-67339;2018-05-14T23:14:55+02:00;2019-10-23T13:27:04+02:00;Ecole Les Quincelettes;648996;6895705;67339;onstreetBus;95058;Bernes-sur-Oise,
56314;56314-68408;2014-12-29T16:31:51+01:00;2019-10-23T13:26:50+02:00;Digoy;668915;6864029;68408;onstreetBus;77108;Chelles,
56282;56282-67914;2014-12-29T16:31:51+01:00;2019-10-23T13:26:34+02:00;Creutzer - Dantzig;670760;6856792;67914;onstreetBus;77373;Pontault-Combault,
56321;56321-68348;2014-12-29T16:31:51+01:00;2019-10-23T13:26:27+02:00;Corps de Garde;671835;6863321;68348;onstreetBus;77108;Chelles,
48983;48983-66586;2014-12-29T16:31:51+01:00;2019-10-23T13:26:24+02:00;Condorcet;640788;6881264;66586;onstreetBus;95607;Taverny,
461641;966013-966015;2018-05-14T23:15:14+02:00;2019-10-23T13:26:18+02:00;Collège P. Perret;648858;6896099;461642;onstreetBus;95058;Bernes-sur-Oise,
461626;965948-965950;2018-05-14T23:14:35+02:00;2019-10-23T13:26:13+02:00;Collège H de Montherlant;647742;6902427;461627;onstreetBus;60450;Neuilly-en-Thelle,
460530;929916-929918;2018-04-04T00:47:39+02:00;2019-10-23T13:25:38+02:00;Château Madeleine;629523;6846124;460531;onstreetBus;78160;Chevreuse,
426798;878420-878422;2017-08-16T23:17:19+02:00;2019-10-23T13:25:06+02:00;Centre;684502;6889648;426799;onstreetBus;60619;Silly-le-Long,
463410;1027975-1027977;2019-01-30T23:11:02+01:00;2019-10-23T13:25:00+02:00;Cassart;671377;6854476;463411;onstreetBus;77373;Pontault-Combault,
56337;56337-68525;2014-12-29T16:31:51+01:00;2019-10-23T13:24:30+02:00;Bois Madame;669451;6865210;68525;onstreetBus;77108;Chelles,
56365;56365-68436;2014-12-29T16:31:51+01:00;2019-10-23T13:23:57+02:00;Austerlitz;668865;6864323;68436;onstreetBus;77108;Chelles,
48927;48927-66419;2014-12-29T16:31:51+01:00;2019-10-23T13:23:46+02:00;Anatole France;641090;6879591;66419;onstreetBus;95051;Beauchamp,
463332;1028296-1111499;2019-02-01T01:00:00+01:00;2019-10-22T20:01:22+02:00;Armainvilliers;676987;6851093;474216;onstreetBus;77350;Ozoir-la-Ferrière,
462397;999476-1016202;2018-09-25T02:00:00+02:00;2019-10-22T19:32:32+02:00;Aéroport CDG 2 (Terminal 2) - CDGVal;668814;6878451;73699;onstreetBus;77291;Le Mesnil-Amelot,
473241;1090642-1106590;2019-03-12T01:00:00+01:00;2019-10-22T18:21:37+02:00;Nanteuil Le Haudoin Train K;685028;6893673;411391;onstreetBus;60446;Nanteuil-le-Haudouin,
48527;48527-60571;2014-12-29T16:31:51+01:00;2019-08-08T12:52:44+02:00;Nouveaux Champs;658239;6837816;60571;onstreetBus;91228;Evry-Courcouronnes,
462603;1007699-1007701;2018-11-19T22:10:41+01:00;2019-07-18T11:08:43+02:00;Alsace - Lorraine;668773;6863736;462604;onstreetBus;77108;Chelles,
46537;46537-854486;2014-12-29T16:31:51+01:00;2019-07-04T13:16:07+02:00;Jacques Schlosser;670108;6864487;426365;onstreetBus;77108;Chelles,
57396;57396-73416;2014-12-29T16:31:51+01:00;2019-07-04T13:15:41+02:00;Montauban;668485;6870065;73416;onstreetBus;93074;Vaujours,
57390;57390-73290;2014-12-29T16:31:51+01:00;2019-07-04T13:15:40+02:00;Les 4 Chênes;667087;6865409;73290;onstreetBus;93047;Montfermeil,
57358;57358-73291;2014-12-29T16:31:51+01:00;2019-07-04T13:15:32+02:00;Cimetière;666157;6865594;73291;onstreetBus;93032;Gagny,
57360;57360-73303;2014-12-29T16:31:51+01:00;2019-07-04T13:15:05+02:00;Gay;665943;6866037;73303;onstreetBus;93032;Gagny,
59038;1119874-1119875;2014-12-29T01:00:00+01:00;2019-05-23T19:12:35+02:00;Vernon - Giverny;588819;6889048;74127;railStation;27681;Vernon,
411479;1119622-1119623;2015-01-26T01:00:00+01:00;2019-05-21T19:22:12+02:00;Laroche - Migennes;738263;6762423;411480;railStation;89257;Migennes,
47957;1099285-1099286;2014-12-29T01:00:00+01:00;2019-04-24T12:43:02+02:00;Saint-Siméon;715324;6855531;67886;railStation;77436;Saint-Siméon,
411501;1098912-1098913;2015-01-26T01:00:00+01:00;2019-04-24T12:43:01+02:00;Saint-Piat;595930;6827854;411502;railStation;28357;Saint-Piat,
411329;1098743-1098744;2015-01-26T01:00:00+01:00;2019-04-24T12:43:00+02:00;Saint-Leu-d'Esserent;657522;6901722;411330;railStation;60584;Saint-Leu-d'Esserent,
59302;1086929-1086881;2014-12-29T01:00:00+01:00;2019-04-24T12:42:47+02:00;Maintenon;596206;6832708;74349;railStation;28227;Maintenon,
473276;1091545-1119607;2019-03-12T01:00:00+01:00;2019-04-24T12:42:38+02:00;Gare de Ferrières - Fontenay;683081;6777368;411489;onstreetBus;45148;Fontenay-sur-Loing,
411443;1085425-1085426;2015-01-26T01:00:00+01:00;2019-04-24T12:42:33+02:00;Châteaudun;576262;6776092;411444;railStation;28088;Châteaudun,
411461;1085944-1085945;2015-01-26T01:00:00+01:00;2019-04-24T12:42:32+02:00;Champigny-sur-Yonne;709647;6802662;411462;railStation;89074;Champigny,
411317;1087035-1087036;2015-01-26T01:00:00+01:00;2019-04-24T12:42:27+02:00;Beauvais;633841;6925581;411318;railStation;60057;Beauvais,
473537;1098739-1098744;2019-03-15T01:00:00+01:00;2019-03-15T18:14:27+01:00;Saint-Leu-d'Esserent;657544;6901729;411330;onstreetBus;60584;Saint-Leu-d'Esserent,
473489;1097491-411568;2019-03-14T01:00:00+01:00;2019-03-14T15:37:27+01:00;Rougemont Chanteloup;664494;6870158;411284;onstreetBus;93071;Sevran,
473318;1092270-663445;2019-03-13T01:00:00+01:00;2019-03-13T15:21:32+01:00;L'Abbaye (av. d'Orléans);664643;6869248;73709;onstreetBus;93046;Livry-Gargan,
471574;1095523-412520;2019-03-07T01:00:00+01:00;2019-03-13T12:47:56+01:00;Gare de La Borne Blanche;663999;6892127;411419;onstreetBus;60482;Orry-la-Ville,
473340;1092423-1106616;2019-03-12T01:00:00+01:00;2019-03-12T17:23:53+01:00;Gare d'Ormoy-Villers;688196;6900066;411388;onstreetBus;60479;Ormoy-Villers,
473336;1092369-1092368;2019-03-12T01:00:00+01:00;2019-03-12T17:19:59+01:00;Gare de Gisors;611554;6910171;74348;onstreetBus;27284;Gisors,
473261;1091187-1091193;2019-03-12T01:00:00+01:00;2019-03-12T12:58:55+01:00;Gare de Compans;675566;6876912;69136;onstreetBus;77123;Compans,
473190;1088995-1088971;2019-03-11T01:00:00+01:00;2019-03-11T19:27:30+01:00;Gare de Château-Thierry;729923;6882116;411379;onstreetBus;02168;Château-Thierry,
472361;1079957-1079959;2019-03-07T20:58:40+01:00;2019-03-07T23:46:02+01:00;Seugy;656352;6891212;472362;onstreetBus;95352;Luzarches,
470996;1074515-999517;2019-03-07T19:12:06+01:00;2019-03-07T23:46:02+01:00;Le Val d'Or;642422;6862110;422067;onstreetBus;92064;Saint-Cloud,
470756;1073610-66520;2019-03-07T19:00:45+01:00;2019-03-07T23:46:02+01:00;Vaucelles;643701;6880418;66520;onstreetBus;95607;Taverny,
58224;58224-1229035;2014-12-29T16:31:51+01:00;2018-11-16T12:06:51+01:00;Train des Roses;671632;6844287;67468;onstreetBus;77053;Brie-Comte-Robert,
55169;55169-1229048;2014-12-29T16:31:51+01:00;2018-11-16T12:06:51+01:00;Folle Avoine;670490;6843539;67435;onstreetBus;77053;Brie-Comte-Robert,
55177;55177-67408;2014-12-29T16:31:51+01:00;2018-11-16T12:06:33+01:00;Les Grands Moulins;671955;6842996;67408;onstreetBus;77053;Brie-Comte-Robert,
55162;55162-67460;2014-12-29T16:31:51+01:00;2018-11-16T12:06:20+01:00;Yverny;670797;6844052;67460;onstreetBus;77053;Brie-Comte-Robert,
55118;55118-67440;2014-12-29T16:31:51+01:00;2018-11-16T12:06:10+01:00;Châtaigniers;672092;6843595;67440;onstreetBus;77053;Brie-Comte-Robert,
55167;55167-72808;2014-12-29T16:31:51+01:00;2018-11-16T12:06:10+01:00;Roses;666334;6844483;72808;onstreetBus;94047;Mandres-les-Roses,
43955;43955-67457;2014-12-29T16:31:51+01:00;2018-11-16T12:05:51+01:00;Mairie;671405;6843943;67457;onstreetBus;77053;Brie-Comte-Robert,
427191;896030-896032;2017-11-13T22:18:10+01:00;2023-08-28T12:47:50+02:00;Rue Henri Farman;646416;6859478;427192;onstreetBus;75115;Paris 15e,
462845;1017025-72063;2019-01-10T01:00:00+01:00;2023-08-24T18:15:05+02:00;Faubourg de l'Arche;644296;6866604;72063;onstreetBus;92026;Courbevoie,
463917;1035555-71124;2019-02-22T01:00:00+01:00;2023-08-24T18:10:44+02:00;Exelmans;645731;6860591;71124;onstreetBus;75116;Paris 16e,
54084;54084-65887;2014-12-29T16:31:51+01:00;2023-08-24T17:37:45+02:00;Pablo Picasso;619329;6877246;65887;onstreetBus;78440;Les Mureaux,
45906;45906-70590;2014-12-29T16:31:51+01:00;2023-08-24T13:51:43+02:00;Gabrielle De Guerchy;650290;6857877;70590;onstreetBus;92049;Montrouge,
486638;1453355-1454496;2023-01-06T15:22:24+01:00;2023-08-24T13:51:43+02:00;Jules Ferry;650288;6857141;486698;onstreetBus;92049;Montrouge,
473568;1363510-1115727;2019-03-18T01:00:00+01:00;2023-08-24T11:50:57+02:00;Viroflay Gare Rive Droite;638945;6856524;422420;onstreetBus;78686;Viroflay,
57670;57670-1368658;2014-12-29T16:31:51+01:00;2023-08-24T11:50:45+02:00;Victor Duret;639003;6861031;70741;onstreetBus;92076;Vaucresson,
477529;1144946-63927;2019-07-22T23:18:44+02:00;2023-08-24T11:47:03+02:00;Rue Vauban;637794;6856110;63927;onstreetBus;78646;Versailles,
48580;1233731-1236552;2014-12-29T01:00:00+01:00;2023-08-24T11:46:57+02:00;Route des Puits;637289;6859989;70704;onstreetBus;78126;La Celle-Saint-Cloud,
57665;57665-70714;2014-12-29T16:31:51+01:00;2023-08-24T11:46:54+02:00;Rond-point du Souvenir Français;638664;6860339;70714;onstreetBus;92076;Vaucresson,
48599;48599-63990;2014-12-29T16:31:51+01:00;2023-08-24T11:42:20+02:00;République Lesseps;637375;6856644;63990;onstreetBus;78646;Versailles,
46695;46695-63997;2014-12-29T16:31:51+01:00;2023-08-24T11:42:13+02:00;République Etats-Unis;637163;6856710;63997;onstreetBus;78646;Versailles,
44412;44412-70733;2014-12-29T16:31:51+01:00;2023-08-24T11:41:07+02:00;Place du Général Leclerc;637819;6860821;70733;onstreetBus;92076;Vaucresson,
48594;48594-64043;2014-12-29T16:31:51+01:00;2023-08-24T11:39:32+02:00;Pershing Lemercier;637553;6857524;64043;onstreetBus;78646;Versailles,
44271;44271-70708;2014-12-29T16:31:51+01:00;2023-08-24T11:39:28+02:00;Pasteur;639778;6860103;70708;onstreetBus;92047;Marnes-la-Coquette,
48591;48591-64108;2014-12-29T16:31:51+01:00;2023-08-24T11:39:12+02:00;Normandie;636906;6858302;64108;onstreetBus;78646;Versailles,
48589;48589-64115;2014-12-29T16:31:51+01:00;2023-08-24T11:39:07+02:00;Montespan;636772;6858380;64115;onstreetBus;78158;Chesnay-Rocquencourt,
46698;46698-1398594;2014-12-29T16:31:51+01:00;2023-08-24T11:37:27+02:00;Jules Massenet;637869;6856915;64009;onstreetBus;78646;Versailles,
48633;48633-69544;2014-12-29T16:31:51+01:00;2023-08-24T11:35:09+02:00;Haras de Jardy;637685;6858701;69544;onstreetBus;92076;Vaucresson,
473290;1091898-1091900;2019-03-12T01:00:00+01:00;2023-08-24T11:32:10+02:00;Gare de Garches - Marnes-la-Coquette;640251;6860127;70713;onstreetBus;92047;Marnes-la-Coquette,
48601;874368-874370;2014-12-29T01:00:00+01:00;2023-08-24T11:31:49+02:00;Emile Cousin;638162;6856850;64002;onstreetBus;78646;Versailles,
52105;52105-63793;2014-12-29T16:31:51+01:00;2023-08-24T11:31:39+02:00;Delpal;635194;6854458;63793;onstreetBus;78646;Versailles,
42570;1319680-1319681;2014-12-29T01:00:00+01:00;2023-08-24T11:31:05+02:00;Château;635917;6856221;63940;onstreetBus;78646;Versailles,
48629;48629-63987;2014-12-29T16:31:51+01:00;2023-08-24T11:30:54+02:00;Chaleil;638385;6856607;63987;onstreetBus;78646;Versailles,
477544;1145057-1145059;2019-07-22T23:20:41+02:00;2023-08-24T11:27:52+02:00;Albert Joly;636863;6857019;477545;onstreetBus;78646;Versailles,
57447;57447-61709;2014-12-29T16:31:51+01:00;2023-08-22T20:42:00+02:00;Camping;723401;6818351;61709;onstreetBus;77208;Gouaix,
45247;45247-1306198;2014-12-29T16:31:51+01:00;2023-08-21T09:07:15+02:00;Avenue du Château;658696;6860668;482432;onstreetBus;94080;Vincennes,
54072;54072-65606;2014-12-29T16:31:51+01:00;2023-08-18T15:43:20+02:00;Denis Papin;618692;6875921;65606;onstreetBus;78440;Les Mureaux,
463860;1034586-71034;2019-02-20T01:00:00+01:00;2023-08-18T15:22:01+02:00;Billancourt;644078;6859379;71034;onstreetBus;92012;Boulogne-Billancourt,
