ZdAId;ZdAVersion;ZdACreated;ZdAChanged;ZdAName;ZdAXEpsg2154;ZdAYEpsg2154;ZdCId;ZdAType;ZdAPostalRegion;ZdATown,
58998;58998-74102;2014-12-29T16:31:51+01:00;2023-06-29T22:04:15+02:00;Plage Bleue;660671;6850264;74102;onstreetBus;94074;Valenton,
483611;1376308-1379104;2022-02-16T01:00:00+01:00;2023-06-29T22:03:43+02:00;Centre Commercial;646589;6839298;483651;onstreetBus;91347;Longpont-sur-Orge,
483609;1376302-1379103;2022-02-16T01:00:00+01:00;2023-06-29T22:03:43+02:00;Garenne;649992;6840822;483607;onstreetBus;91667;Villemoisson-sur-Orge,
487011;1462272-1486067;2023-04-20T12:04:40+02:00;2023-06-29T10:26:04+02:00;Nanterre La Folie;643296;6866675;488087;railStation;92050;Nanterre,
48357;1361486-1361487;2014-12-29T01:00:00+01:00;2023-06-28T15:41:35+02:00;Pont Guérin;639762;6829648;59930;onstreetBus;91581;Saint-Yon,
48351;48351-60547;2014-12-29T16:31:51+01:00;2023-06-28T15:41:35+02:00;Verdun;649565;6837698;60547;onstreetBus;91570;Saint-Michel-sur-Orge,
47100;47100-846677;2014-12-29T16:31:51+01:00;2023-06-28T15:41:35+02:00;Mésanges;649102;6829450;59932;onstreetBus;91376;Marolles-en-Hurepoix,
59176;731955-1219424;2014-12-29T01:00:00+01:00;2023-06-28T15:41:35+02:00;Mort Rû;647701;6839442;60758;onstreetBus;91685;Villiers-sur-Orge,
59173;1219419-1219420;2014-12-29T01:00:00+01:00;2023-06-28T15:41:35+02:00;Mascadées;647781;6839252;74241;onstreetBus;91347;Longpont-sur-Orge,
477020;1133830-1133832;2019-06-25T10:55:16+02:00;2023-06-28T15:41:35+02:00;Mesnil;648172;6834814;477021;onstreetBus;91103;Brétigny-sur-Orge,
480609;1234636-1234640;2021-02-02T01:00:00+01:00;2023-06-28T15:41:35+02:00;Piffrets;644524;6829080;480610;onstreetBus;91041;Avrainville,
58836;864781-864782;2014-12-29T01:00:00+01:00;2023-06-28T15:41:35+02:00;Les Côteaux / Pasteur;648051;6843565;62722;onstreetBus;91345;Longjumeau,
474396;1118669-1177783;2019-05-14T23:10:28+02:00;2023-06-28T15:41:35+02:00;Place du Grand Ouest;645787;6847294;63225;onstreetBus;91377;Massy,
44369;44369-62867;2014-12-29T16:31:51+01:00;2023-06-28T15:41:35+02:00;Place Charles Steber;648019;6844396;62867;onstreetBus;91345;Longjumeau,
473051;1085742-1085749;2019-03-08T01:00:00+01:00;2023-06-28T15:41:35+02:00;Gare de Brétigny (r. Pierre Brossolette);648492;6834337;60247;onstreetBus;91103;Brétigny-sur-Orge,
473047;1455430-1119545;2019-03-08T01:00:00+01:00;2023-06-28T15:41:35+02:00;Gare de Breuillet - Bruyères-le-Châtel;640354;6831061;60028;onstreetBus;91105;Breuillet,
462099;980906-980908;2018-08-08T23:16:21+02:00;2023-06-28T15:41:35+02:00;Voie des Roches;647272;6838775;462100;onstreetBus;91347;Longpont-sur-Orge,
44746;44746-839603;2014-12-29T16:31:51+01:00;2023-06-28T15:41:35+02:00;Rue des Fleurs;648173;6846532;425949;onstreetBus;91377;Massy,
44739;44739-60630;2014-12-29T16:31:51+01:00;2023-06-28T15:41:35+02:00;Rue de Paris;646187;6838410;60630;onstreetBus;91425;Montlhéry,
53031;53031-839022;2014-12-29T16:31:51+01:00;2023-06-28T15:41:35+02:00;Mare au Chanvre;651378;6836773;425930;onstreetBus;91549;Sainte-Geneviève-des-Bois,
53057;53057-60604;2014-12-29T16:31:51+01:00;2023-06-28T15:41:35+02:00;René Clair;652252;6838153;60604;onstreetBus;91549;Sainte-Geneviève-des-Bois,
53075;1320638-1320639;2014-12-29T01:00:00+01:00;2023-06-28T15:41:35+02:00;Zone Industrielle;646605;6830041;59962;onstreetBus;91292;Guibeville,
48207;48207-60340;2014-12-29T16:31:51+01:00;2023-06-28T15:41:35+02:00;Paul Fort;645870;6835436;60340;onstreetBus;91333;Leuville-sur-Orge,
463629;1486061-1486590;2019-02-12T01:00:00+01:00;2023-06-28T15:07:39+02:00;Julien Lacroix;654645;6863863;463630;onstreetBus;75120;Paris 20e,
412352;1486058-1486589;2023-06-28T15:07:38+02:00;2023-06-28T15:07:38+02:00;Jean-Marin Naudin;649621;6856483;412432;onstreetBus;92007;Bagneux,
480310;1486054-1274433;2020-12-08T01:00:00+01:00;2023-06-28T15:07:36+02:00;Vauvenargues;650858;6866550;72078;onstreetBus;75118;Paris 18e,
473308;1486045-1244783;2019-03-12T01:00:00+01:00;2023-06-28T15:07:31+02:00;Gare de Marolles;647614;6829647;59948;onstreetBus;91376;Marolles-en-Hurepoix,
473281;1486040-1119603;2019-03-12T01:00:00+01:00;2023-06-28T15:07:21+02:00;Gare de Franconville;643958;6877377;66005;onstreetBus;95252;Franconville,
49778;49778-73473;2014-12-29T16:31:51+01:00;2023-06-27T22:14:26+02:00;Sarrault;670270;6871649;73473;onstreetBus;77514;Villeparisis,
57337;57337-73539;2014-12-29T16:31:51+01:00;2023-06-27T22:14:26+02:00;Voie des Prés;665749;6873458;73539;onstreetBus;93078;Villepinte,
57429;57429-73563;2014-12-29T16:31:51+01:00;2023-06-27T22:14:26+02:00;Maison d'Arrêt;667207;6874241;73563;onstreetBus;93078;Villepinte,
46756;46756-72724;2014-12-29T16:31:51+01:00;2023-06-27T22:14:26+02:00;Les Mardelles Maurice de Broglie;662244;6872056;72724;onstreetBus;93005;Aulnay-sous-Bois,
48449;1402198-1402199;2014-12-29T01:00:00+01:00;2023-06-27T12:12:16+02:00;Collège Louise Weiss;644425;6840426;60854;onstreetBus;91458;Nozay,
43843;43843-744258;2014-12-29T16:31:51+01:00;2023-06-27T11:36:16+02:00;Lycée Condorcet;608840;6876985;65786;onstreetBus;78335;Limay,
461534;1363630-1119842;2018-04-20T02:00:00+02:00;2023-06-26T17:34:00+02:00;Saint-Quentin Gare;629846;6854475;63812;onstreetBus;78423;Montigny-le-Bretonneux,
53879;53879-60288;2014-12-29T16:31:51+01:00;2023-06-26T16:58:54+02:00;Les Halliers;648666;6834821;60288;onstreetBus;91103;Brétigny-sur-Orge,
419298;877381-877382;2015-07-29T02:00:00+02:00;2023-06-26T16:46:06+02:00;Grand Noyer;653656;6835352;419299;onstreetBus;91086;Bondoufle,
487968;1482731-62301;2023-06-22T00:12:49+02:00;2023-06-26T16:42:47+02:00;Le Parc;668669;6833504;62301;onstreetBus;77445;Savigny-le-Temple,
53561;1376000-1376001;2014-12-29T01:00:00+01:00;2023-06-26T16:15:13+02:00;Z.I Savigny Routoires;669909;6832259;62270;onstreetBus;77445;Savigny-le-Temple,
480322;1227186-1227183;2020-12-08T01:00:00+01:00;2023-06-26T16:12:36+02:00;8 mai 1945;667515;6833846;480517;onstreetBus;77445;Savigny-le-Temple,
462552;1100328-1100329;2018-11-09T01:00:00+01:00;2023-06-26T16:01:36+02:00;Villeneuve Triage / Hector Berlioz;659306;6849667;69663;onstreetBus;94078;Villeneuve-Saint-Georges,
58490;744008-744003;2014-12-29T01:00:00+01:00;2023-06-23T14:46:03+02:00;Le Hamel;592638;6873295;65177;onstreetBus;78107;Bréval,
462306;997796-997798;2018-09-18T23:12:20+02:00;2023-06-22T19:14:20+02:00;Lapérouse;623662;6852945;462307;onstreetBus;78208;Élancourt,
462302;997780-997782;2018-09-18T23:12:08+02:00;2023-06-22T19:14:20+02:00;Coubertin;623517;6851985;462303;onstreetBus;78208;Élancourt,
57873;880179-880180;2014-12-29T01:00:00+01:00;2023-06-22T19:14:20+02:00;E. Viollet-le-Duc;631413;6851909;63495;onstreetBus;78297;Guyancourt,
427290;898637-898855;2017-12-01T22:16:05+01:00;2023-06-22T12:23:33+02:00;Avenue de Fontainebleau;666590;6825501;427291;onstreetBus;77407;Saint-Fargeau-Ponthierry,
47131;47131-1351039;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Square Dropsy;684445;6809138;482872;onstreetBus;77316;Moret-Loing-et-Orvanne,
47132;47132-1257287;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Moulin de Nanchon;688119;6809762;480953;onstreetBus;77494;Vernou-la-Celle-sur-Seine,
59175;1353270-1353271;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Montmélian;681989;6813592;61601;onstreetBus;77442;Samoreau,
427305;1269902-1269901;2017-12-01T01:00:00+01:00;2023-06-22T12:23:33+02:00;Centre Commercial;669086;6822348;427306;onstreetBus;77518;Villiers-en-Bière,
47144;47144-1234643;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Corning;680548;6813486;480611;onstreetBus;77014;Avon,
47141;47141-1351265;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Montceau;679620;6812403;61552;onstreetBus;77014;Avon,
49954;49954-61344;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Meun;667734;6805192;61344;onstreetBus;77001;Achères-la-Forêt,
59371;59371-1015081;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Place Samois;686252;6808150;61391;onstreetBus;77316;Moret-Loing-et-Orvanne,
49990;49990-59425;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Ferme;659675;6805313;59425;onstreetBus;77471;Tousson,
49982;49982-59472;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Chesnay;662727;6810680;59472;onstreetBus;77339;Noisy-sur-École,
49981;49981-59473;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Chambergeot;661344;6811089;59473;onstreetBus;91405;Milly-la-Forêt,
49980;1220475-1230094;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Chemin de la Saussay;663210;6809878;61444;onstreetBus;77339;Noisy-sur-École,
59333;1432271-1432273;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;ZI Paul Séramy;682949;6813959;485796;onstreetBus;77533;Vulaines-sur-Seine,
59338;1351351-1351352;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Les Mornois;683525;6816032;61661;onstreetBus;77226;Héricy,
58429;1011483-1011484;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Mairie;663799;6819463;61723;onstreetBus;77412;Saint-Germain-sur-École,
45053;45053-61348;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Villette;686153;6805674;61348;onstreetBus;77316;Moret-Loing-et-Orvanne,
47662;47662-61561;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Les Maréchaux;678134;6812639;61561;onstreetBus;77186;Fontainebleau,
47846;47846-59645;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Route de Corbeil;662777;6819529;59645;onstreetBus;91599;Soisy-sur-École,
57238;822660-822661;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Centre Commercial Bréau;696573;6807092;61372;onstreetBus;77482;Varennes-sur-Seine,
413630;1350446-1350447;2021-11-08T01:00:00+01:00;2023-06-22T12:23:33+02:00;La Châtelaine;679690;6812886;479901;onstreetBus;77014;Avon,
56109;56109-61466;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Basse Roche;691010;6809915;61466;onstreetBus;77494;Vernou-la-Celle-sur-Seine,
44348;44348-1431748;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Pignons Blancs;683965;6822435;61792;onstreetBus;77100;Le Châtelet-en-Brie,
58919;1362833-1362832;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Quai des Vallées 1;681119;6820869;415627;onstreetBus;77096;Chartrettes,
45776;1431610-1431611;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Hôpital;677446;6812384;61555;onstreetBus;77186;Fontainebleau,
45778;45778-1431636;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Lucien Cézard;678303;6812253;61544;onstreetBus;77186;Fontainebleau,
45777;45777-1146981;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;La Plaine;677799;6812594;477676;onstreetBus;77186;Fontainebleau,
45779;45779-61393;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Pont National;685804;6808175;61393;onstreetBus;77316;Moret-Loing-et-Orvanne,
55214;1374362-1374363;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Château de Fleury;666829;6816178;61659;onstreetBus;77185;Fleury-en-Bière,
55219;55219-1373369;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Saint-Aspais;676995;6811857;61536;onstreetBus;77186;Fontainebleau,
55222;1353169-1353168;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Monceau;664585;6820413;61746;onstreetBus;77359;Perthes,
55246;55246-62113;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Fercot;665450;6828663;62113;onstreetBus;77407;Saint-Fargeau-Ponthierry,
55270;55270-61779;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Mairie;666257;6822097;61779;onstreetBus;77435;Saint-Sauveur-sur-École,
55186;55186-61596;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Marchepied;667824;6813487;61596;onstreetBus;77006;Arbonne-la-Forêt,
55188;1319551-1319550;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;3 Poiriers;670721;6816812;61678;onstreetBus;77022;Barbizon,
44646;44646-62073;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Robert Schuman;673271;6827883;62073;onstreetBus;77285;Le Mée-sur-Seine,
55347;1363344-1363345;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Sapinière;688121;6807098;61368;onstreetBus;77316;Moret-Loing-et-Orvanne,
55352;856940-856937;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;La Croix du Gué;684161;6803809;61321;onstreetBus;77316;Moret-Loing-et-Orvanne,
44601;44601-61287;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Rebours;686169;6801363;61287;onstreetBus;77506;Villemer,
44604;44604-1232797;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Rendez-vous Château;671359;6843766;67449;onstreetBus;77053;Brie-Comte-Robert,
55398;55398-61387;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Division Leclerc;686801;6807983;61387;onstreetBus;77316;Moret-Loing-et-Orvanne,
426122;845486-845488;2017-03-29T23:11:21+02:00;2023-06-22T12:23:33+02:00;La Brunette;680970;6817316;426123;onstreetBus;77441;Samois-sur-Seine,
44770;1432204-1432203;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Rue du Pas du Vau;677867;6820579;61751;onstreetBus;77096;Chartrettes,
55401;856418-856413;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Georges Clémenceau / Place Kulsheim-Moret;686332;6807761;61379;onstreetBus;77316;Moret-Loing-et-Orvanne,
43557;43557-61381;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;La Madeleine;687755;6807632;61381;onstreetBus;77316;Moret-Loing-et-Orvanne,
55507;1353273-1353272;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Montméry;689550;6798626;61262;onstreetBus;77506;Villemer,
42258;42258-822385;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Avenue de Sens;687298;6807798;61382;onstreetBus;77316;Moret-Loing-et-Orvanne,
55552;55552-61975;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Résidence du Château;676007;6826179;61975;onstreetBus;77487;Vaux-le-Pénil,
55682;55682-61538;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Lavoir Daubenton;679713;6811984;61538;onstreetBus;77014;Avon,
43687;1351036-1351038;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Léon Richet;684361;6809260;61425;onstreetBus;77316;Moret-Loing-et-Orvanne,
55695;55695-1019451;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Ecole;678244;6820905;61769;onstreetBus;77096;Chartrettes,
55698;1362860-1362859;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Quai Maréchal Leclerc;679113;6820701;61759;onstreetBus;77096;Chartrettes,
44957;44957-61794;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Traveteau;687027;6822637;61794;onstreetBus;77100;Le Châtelet-en-Brie,
55674;55674-61574;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Les Cigognes;680747;6812836;61574;onstreetBus;77014;Avon,
42471;42471-61315;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Centre;688636;6803168;61315;onstreetBus;77501;Villecerf,
43755;43755-61325;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Les Merisiers;684463;6804016;61325;onstreetBus;77316;Moret-Loing-et-Orvanne,
42411;42411-61486;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;By;683970;6810705;61486;onstreetBus;77463;Thomery,
55736;1327395-1327394;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Ecole B. Plassard;685979;6809598;61440;onstreetBus;77419;Saint-Mammès,
55748;55748-61627;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Mairie;682520;6814552;61627;onstreetBus;77533;Vulaines-sur-Seine,
55755;55755-61651;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Le Mur Blanc;684908;6815598;61651;onstreetBus;77226;Héricy,
55704;1362847-1362845;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Quai des Vallées 3;680543;6820829;61764;onstreetBus;77096;Chartrettes,
55702;55702-1229016;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Rue Foch;678458;6820578;480538;onstreetBus;77096;Chartrettes,
55710;588004-587989;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Orloff;678798;6812616;61553;onstreetBus;77014;Avon,
55715;55715-1351352;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Les Latteux;683561;6816082;61661;onstreetBus;77226;Héricy,
55716;1350762-1350761;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Le Lavoir;682919;6816512;61674;onstreetBus;77226;Héricy,
43705;43705-61558;2014-12-29T16:31:51+01:00;2023-06-22T12:23:33+02:00;Les Bouleaux;680884;6812566;61558;onstreetBus;77014;Avon,
412368;1379222-1379223;2022-02-21T01:00:00+01:00;2023-06-22T12:23:33+02:00;Eglise;668174;6806117;412584;onstreetBus;77001;Achères-la-Forêt,
42845;1283500-1283502;2014-12-29T01:00:00+01:00;2023-06-22T12:23:33+02:00;Despatys Préfecture;674779;6827041;62023;onstreetBus;77288;Melun,
473441;1096397-1119895;2019-03-13T01:00:00+01:00;2023-06-22T12:23:33+02:00;Gare du Mée-sur-Seine;672228;6826762;62003;onstreetBus;77285;Le Mée-sur-Seine,
462763;1019448-1014904;2018-12-18T01:00:00+01:00;2023-06-22T12:23:33+02:00;Collège Colonel Arnaud Beltrame;681943;6815428;61647;onstreetBus;77533;Vulaines-sur-Seine,
462760;1014748-1014750;2018-12-18T11:07:43+01:00;2023-06-22T12:23:33+02:00;C.N.S.D.;679715;6810845;462761;onstreetBus;77186;Fontainebleau,
44141;44141-62045;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Michelet;674776;6827488;62045;onstreetBus;77288;Melun,
45798;45798-61963;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Cité Administrative;674529;6825981;61963;onstreetBus;77288;Melun,
45791;45791-62013;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Fenez;673140;6826889;62013;onstreetBus;77285;Le Mée-sur-Seine,
45787;45787-62041;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;GMF;672061;6827388;62041;onstreetBus;77285;Le Mée-sur-Seine,
45789;1283276-1283277;2014-12-29T01:00:00+01:00;2023-06-22T00:47:59+02:00;CES Jean de la Fontaine;672308;6827118;62028;onstreetBus;77285;Le Mée-sur-Seine,
45788;1284976-1284977;2014-12-29T01:00:00+01:00;2023-06-22T00:47:59+02:00;Pré Rigot;672279;6827396;62040;onstreetBus;77285;Le Mée-sur-Seine,
45782;45782-61973;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Ferme;672316;6826147;61973;onstreetBus;77285;Le Mée-sur-Seine,
45785;45785-62018;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Bréau;672682;6827006;62018;onstreetBus;77285;Le Mée-sur-Seine,
45811;1283088-1284633;2014-12-29T01:00:00+01:00;2023-06-22T00:47:59+02:00;Beaufils Poste;666378;6825730;61948;onstreetBus;77407;Saint-Fargeau-Ponthierry,
45805;45805-1232784;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Place Mouton;677146;6823436;61824;onstreetBus;77255;Livry-sur-Seine,
44557;1284978-1284979;2014-12-29T01:00:00+01:00;2023-06-22T00:47:59+02:00;Préfecture;674612;6826864;62008;onstreetBus;77288;Melun,
55197;55197-61783;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Ferté Alais;667722;6822355;61783;onstreetBus;77040;Boissise-le-Roi,
55576;55576-61911;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Guinottes;675953;6825141;61911;onstreetBus;77487;Vaux-le-Pénil,
55585;55585-61801;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Justice;671162;6822926;61801;onstreetBus;77152;Dammarie-les-Lys,
55595;55595-61978;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Base de Loisirs;667742;6826268;61978;onstreetBus;77039;Boissise-la-Bertrand,
55599;1283380-1283381;2014-12-29T01:00:00+01:00;2023-06-22T00:47:59+02:00;Clos Saint-Martin;677263;6824715;61889;onstreetBus;77487;Vaux-le-Pénil,
44842;44842-62025;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Sorbiers;672939;6827049;62025;onstreetBus;77285;Le Mée-sur-Seine,
55537;55537-61839;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Berthelot;673457;6823920;61839;onstreetBus;77152;Dammarie-les-Lys,
55547;55547-62022;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Centre Commercial Almont;676270;6826987;62022;onstreetBus;77288;Melun,
55553;55553-61822;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Nouveau Cimetière;670584;6823399;61822;onstreetBus;77152;Dammarie-les-Lys,
55557;55557-62051;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Cosec;676020;6827511;62051;onstreetBus;77288;Melun,
55555;55555-62102;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Centre Commercial;673039;6828383;62102;onstreetBus;77288;Melun,
55558;55558-62079;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Patton;673808;6827944;62079;onstreetBus;77288;Melun,
55621;1284644-1284645;2014-12-29T01:00:00+01:00;2023-06-22T00:47:59+02:00;Mare à Quenette;677079;6824461;61876;onstreetBus;77487;Vaux-le-Pénil,
55630;55630-61816;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Tessan;671506;6823367;61816;onstreetBus;77152;Dammarie-les-Lys,
55634;55634-61817;2014-12-29T16:31:51+01:00;2023-06-22T00:47:59+02:00;Vernin;670827;6823341;61817;onstreetBus;77152;Dammarie-les-Lys,
42785;659644-62030;2014-12-29T01:00:00+01:00;2023-06-22T00:47:59+02:00;Croix Blanche;673521;6827118;62030;onstreetBus;77285;Le Mée-sur-Seine,
53472;1247802-1247803;2014-12-29T01:00:00+01:00;2023-06-22T00:47:59+02:00;Saint Exupéry;674212;6827935;62076;onstreetBus;77288;Melun,
412384;474971-483274;2015-02-12T18:42:38+01:00;2023-06-22T00:47:59+02:00;Lavoir;672906;6826047;412676;onstreetBus;77285;Le Mée-sur-Seine,
482357;1317589-1455606;2021-07-06T02:00:00+02:00;2023-06-22T00:47:59+02:00;Mail Gaillardon;675281;6826565;73939;onstreetBus;77288;Melun,
59004;59004-74108;2014-12-29T16:31:51+01:00;2023-06-20T19:28:00+02:00;Cimetière Russe;651597;6836984;74108;onstreetBus;91549;Sainte-Geneviève-des-Bois,
48327;48327-60168;2014-12-29T16:31:51+01:00;2023-06-20T19:28:00+02:00;Cendrennes;646849;6833471;60168;onstreetBus;91552;Saint-Germain-lès-Arpajon,
48326;48326-60137;2014-12-29T16:31:51+01:00;2023-06-20T19:28:00+02:00;Le Parc;645738;6832959;60137;onstreetBus;91552;Saint-Germain-lès-Arpajon,
47076;796573-988046;2014-12-29T01:00:00+01:00;2023-06-20T19:28:00+02:00;Jules Vallès;646934;6833165;60154;onstreetBus;91552;Saint-Germain-lès-Arpajon,
47073;47073-60472;2014-12-29T16:31:51+01:00;2023-06-20T19:28:00+02:00;Leuville;647561;6836725;60472;onstreetBus;91347;Longpont-sur-Orge,
48354;48354-59924;2014-12-29T16:31:51+01:00;2023-06-20T19:28:00+02:00;La Cordelle;640315;6829531;59924;onstreetBus;91581;Saint-Yon,
478921;1220435-1220436;2020-02-05T01:00:00+01:00;2023-06-20T19:28:00+02:00;CEV;649773;6833633;478922;onstreetBus;91103;Brétigny-sur-Orge,
48481;1326440-1326441;2014-12-29T01:00:00+01:00;2023-06-20T19:28:00+02:00;Badaudière;639086;6830608;59997;onstreetBus;91105;Breuillet,
58184;58184-62749;2014-12-29T16:31:51+01:00;2023-06-20T19:28:00+02:00;Foyer Avril;648321;6843742;62749;onstreetBus;91345;Longjumeau,
479484;1200329-1200331;2020-05-27T12:16:47+02:00;2023-06-20T19:28:00+02:00;La Donnerie;638373;6831735;479485;onstreetBus;91115;Bruyères-le-Châtel,
477023;1133837-1133839;2019-06-25T10:55:22+02:00;2023-06-20T19:28:00+02:00;Jules Marquis;648268;6834895;477024;onstreetBus;91103;Brétigny-sur-Orge,
477017;1133823-1133825;2019-06-25T10:55:09+02:00;2023-06-20T19:28:00+02:00;Levi Strauss;648027;6834424;477018;onstreetBus;91103;Brétigny-sur-Orge,
