"JOUR","CODE_STIF_TRNS","CODE_STIF_RES","CODE_STIF_ARRET","LIBELLE_ARRET","ID_REFA_LDA","CATEGORIE_TITRE","NB_VALD","Month","Year","Weekday","is_holiday"
2021-05-25,100,110,493,"MAIRIE DE SAINT-OUEN",72168,"AUTRE TITRE",120,"May",2021,"Tuesday",FALSE
2018-08-29,100,110,389,"KLEBER",73656,"IMAGINE R",290,"Aug",2018,"Wednesday",FALSE
2022-09-06,100,110,652,"PLACE D'ITALIE",71033,"AMETHYSTE",933,"Sep",2022,"Tuesday",FALSE
2021-07-07,100,110,72,"BIBLIOTHEQUE FRANCOIS MITTERRAND",71572,"FGT",683,"Jul",2021,"Wednesday",FALSE
2023-04-10,100,110,342,"GUY MOQUET",71528,"FGT",145,"Apr",2023,"Monday",FALSE
2018-02-09,100,110,689,"PORTE DE CLICHY",71545,"FGT",603,"Feb",2018,"Friday",FALSE
2017-10-04,100,110,640,"PHILIPPE AUGUSTE",71751,"AUTRE TITRE",5,"Oct",2017,"Wednesday",FALSE
2021-05-11,100,110,842,"SULLY-MORLAND",71201,"NON DEFINI",128,"May",2021,"Tuesday",FALSE
2023-01-23,100,110,499,"MAIS.ALF-JUIL.",70358,"IMAGINE R",1398,"Jan",2023,"Monday",FALSE
2020-05-30,100,110,150,"CHARENTON-ECOLES",70648,"AUTRE TITRE",87,"May",2020,"Saturday",FALSE
2021-09-30,100,110,1134,"M. MONTROUGE  ",70586,"NAVIGO JOUR",23,"Sep",2021,"Thursday",FALSE
2017-12-07,810,802,287,"FONTENAY-AUX-ROSES",70133,"TST",114,"Dec",2017,"Thursday",FALSE
2021-03-19,100,110,718,"QUAI DE LA RAPEE",71637,"AUTRE TITRE",83,"Mar",2021,"Friday",FALSE
2017-02-15,800,805,593,"NOGENT-LE-PERREUX",71609,"AUTRE TITRE",103,"Feb",2017,"Wednesday",FALSE
2023-05-22,100,110,481,"LOUVRE",73630,"NAVIGO",44,"May",2023,"Monday",FALSE
2017-08-07,800,803,918,"VITRY-SUR-SEINE",70313,"IMAGINE R",391,"Aug",2017,"Monday",FALSE
2018-09-04,100,110,476,"LOUIS BLANC",71407,"AMETHYSTE",197,"Sep",2018,"Tuesday",FALSE
2017-04-24,800,805,967,"TOURNAN",67625,"AMETHYSTE",14,"Apr",2017,"Monday",FALSE
2019-08-02,800,804,534,"MENNECY",59984,"FGT",45,"Aug",2019,"Friday",FALSE
2022-07-22,800,804,135,"CESSON",62176,"NAVIGO",524,"Jul",2022,"Friday",FALSE
2021-01-31,810,801,357,"HOUILLES-CARRIERES-SUR-SEINE",64741,"TST",193,"Jan",2021,"Sunday",FALSE
2023-03-19,800,852,657,"PLAISIR GRIGNON",64199,"TST",131,"Mar",2023,"Sunday",FALSE
2020-04-29,100,110,602,"OBERKAMPF",71803,"IMAGINE R",43,"Apr",2020,"Wednesday",FALSE
2020-02-10,100,110,601,"NOTRE-DAME-DES-CHAMPS",71138,"AMETHYSTE",59,"Feb",2020,"Monday",FALSE
2018-07-23,800,852,458,"LES-ESSARTS-LE-ROI",63240,"IMAGINE R",87,"Jul",2018,"Monday",FALSE
2018-10-24,100,110,781,"SAINT-SULPICE",71202,"NAVIGO",36,"Oct",2018,"Wednesday",FALSE
2020-11-28,800,853,259,"EPINAY-VILLETANEUSE",65227,"TST",187,"Nov",2020,"Saturday",FALSE
2021-05-10,800,852,538,"MEUDON",70515,"AMETHYSTE",19,"May",2021,"Monday",FALSE
2023-02-20,800,854,801,"SEVRES VILLE",70686,"AMETHYSTE",27,"Feb",2023,"Monday",FALSE
2022-11-04,800,803,899,"VILLENEUVE ROI",69625,"NAVIGO JOUR",5,"Nov",2022,"Friday",FALSE
2020-05-09,810,802,401,"LA HACQUINIERE",62825,"TST",5,"May",2020,"Saturday",FALSE
2018-09-15,800,853,238,"DEUIL-MONTMAGNY",65562,"IMAGINE R",239,"Sep",2018,"Saturday",FALSE
2020-06-10,810,802,680,"PORT ROYAL",71106,"FGT",130,"Jun",2020,"Wednesday",FALSE
2022-08-17,800,854,782,"SANNOIS",65441,"NON DEFINI",33,"Aug",2022,"Wednesday",FALSE
2022-12-25,100,110,16,"ANATOLE FRANCE",71519,"TST",99,"Dec",2022,"Sunday",TRUE
2017-01-16,800,850,340,"GUERARD-LA-CELLE-SUR-MORIN",67924,"IMAGINE R",12,"Jan",2017,"Monday",FALSE
2017-05-18,810,802,429,"LE GUICHET",63025,"AMETHYSTE",30,"May",2017,"Thursday",FALSE
2017-10-14,800,854,782,"SANNOIS",65441,"AMETHYSTE",38,"Oct",2017,"Saturday",FALSE
2018-02-06,800,804,437,"LE VERT-DE-MAISONS",73624,"IMAGINE R",520,"Feb",2018,"Tuesday",FALSE
2018-12-08,800,804,196,"COMBS-LA-VILLE-QUINCY",62558,"NAVIGO JOUR",5,"Dec",2018,"Saturday",FALSE
2019-06-18,810,801,182,"CHESSY - MARNE-LA-VALLEE",68385,"NAVIGO",178,"Jun",2019,"Tuesday",FALSE
2023-06-20,800,853,485,"LUZARCHES",67177,"NON DEFINI",5,"Jun",2023,"Tuesday",FALSE
2018-02-17,810,801,596,"NOISIEL",68153,"FGT",318,"Feb",2018,"Saturday",FALSE
2021-02-02,100,110,426,"LAUMIERE",71957,"NAVIGO JOUR",5,"Feb",2021,"Tuesday",FALSE
2022-04-17,100,110,625,"PARMENTIER",71801,"TST",118,"Apr",2022,"Sunday",FALSE
2020-05-30,100,110,123,"CAMBRONNE",71167,"IMAGINE R",578,"May",2020,"Saturday",FALSE
2019-10-14,800,853,470,"L'ISLE-ADAM-PARMAIN",67172,"FGT",28,"Oct",2019,"Monday",FALSE
2018-10-01,810,802,621,"PARC DES EXPOSITIONS",73568,"NAVIGO",97,"Oct",2018,"Monday",FALSE
2019-03-29,810,801,841,"SUCY-BONNEUIL",72929,"FGT",359,"Mar",2019,"Friday",FALSE
2019-04-15,100,110,10,"ALESIA",71030,"FGT",336,"Apr",2019,"Monday",FALSE
2017-07-16,800,804,917,"VIRY-CHATILLON",60981,"TST",62,"Jul",2017,"Sunday",FALSE
2020-10-25,100,110,573,"MOUTON-DUVERNET",73653,"AMETHYSTE",27,"Oct",2020,"Sunday",FALSE
2023-01-31,100,110,548,"MIROMESNIL",71346,"AUTRE TITRE",195,"Jan",2023,"Tuesday",FALSE
2020-10-09,800,850,475,"LONGUEVILLE",61858,"TST",9,"Oct",2020,"Friday",FALSE
2021-12-25,100,110,700,"PORTE DE VANVES",71006,"NON DEFINI",470,"Dec",2021,"Saturday",TRUE
2021-12-15,100,110,544,"MICHEL-ANGE-MOLITOR",73658,"NAVIGO JOUR",5,"Dec",2021,"Wednesday",FALSE
2022-02-04,800,850,364,"ISLES-ARMENTIERES-CONGIS",69162,"NAVIGO",5,"Feb",2022,"Friday",FALSE
2019-02-22,100,110,10,"ALESIA",71030,"FGT",415,"Feb",2019,"Friday",FALSE
2023-05-02,100,110,188,"CITE",71223,"NAVIGO",53,"May",2023,"Tuesday",FALSE
2019-01-15,100,110,774,"SAINT-MAUR",71795,"AMETHYSTE",275,"Jan",2019,"Tuesday",FALSE
2022-04-24,100,110,777,"SAINT-PAUL (LE MARAIS)",71222,"AMETHYSTE",225,"Apr",2022,"Sunday",FALSE
2020-04-24,800,805,178,"CHELLES-GOURNAY",68407,"FGT",5,"Apr",2020,"Friday",FALSE
2019-01-30,800,803,376,"JAVEL",71150,"FGT",66,"Jan",2019,"Wednesday",FALSE
2020-03-31,100,110,792,"SENTIER",73634,"NAVIGO",254,"Mar",2020,"Tuesday",FALSE
2019-03-02,800,854,541,"MEULAN-HARDRICOURT",66321,"NAVIGO JOUR",5,"Mar",2019,"Saturday",FALSE
2019-06-10,100,110,687,"PORTE DE CHOISY",70604,"TST",417,"Jun",2019,"Monday",TRUE
2018-01-07,800,854,975,"SAINT-GERMAIN-BEL-AIR-FOURQUEUX",64566,"AMETHYSTE",5,"Jan",2018,"Sunday",FALSE
2020-12-29,800,854,191,"CLICHY-LEVALLOIS",72073,"TST",323,"Dec",2020,"Tuesday",FALSE
2022-10-22,100,110,897,"VILLEJ.L.ARAG.",70143,"NAVIGO JOUR",27,"Oct",2022,"Saturday",FALSE
2018-06-30,800,854,96,"BOUGIVAL",64301,"TST",7,"Jun",2018,"Saturday",FALSE
2018-04-26,810,801,131,"CERGY-SAINT-CHRISTOPHE",66858,"AMETHYSTE",196,"Apr",2018,"Thursday",FALSE
2017-04-22,800,804,909,"VILLIERS-LE-BEL-GONESSE-ARNOUVILLE",66009,"IMAGINE R",959,"Apr",2017,"Saturday",FALSE
2023-02-12,800,854,665,"PONT-CARDINET",71475,"NAVIGO JOUR",5,"Feb",2023,"Sunday",FALSE
2018-06-29,100,110,30,"ASSEMBLEE NATIONALE",73642,"IMAGINE R",423,"Jun",2018,"Friday",FALSE
2017-04-14,810,801,439,"LE VESINET-LE PECQ",64582,"FGT",85,"Apr",2017,"Friday",FALSE
2017-12-11,810,802,483,"LOZERE",63029,"FGT",21,"Dec",2017,"Monday",FALSE
2018-08-22,800,853,710,"PRESLES-COURCELLES",67169,"IMAGINE R",29,"Aug",2018,"Wednesday",FALSE
2022-11-10,800,803,110,"BREUILLET VILLA",59940,"NON DEFINI",5,"Nov",2022,"Thursday",FALSE
2021-01-07,800,854,884,"VERSAILLES RIVE DROITE",64021,"IMAGINE R",462,"Jan",2021,"Thursday",FALSE
2020-02-07,800,803,818,"SAINTE-GENEVIEVE-DES-BOIS",60785,"NAVIGO JOUR",6,"Feb",2020,"Friday",FALSE
2018-01-26,100,110,519,"MARX DORMOY",71510,"NAVIGO",51,"Jan",2018,"Friday",FALSE
2019-05-07,800,804,105,"BOUSSY-SAINT-ANTOINE",62596,"IMAGINE R",934,"May",2019,"Tuesday",FALSE
2017-11-14,800,853,264,"ERMONT-HALTE",65910,"TST",31,"Nov",2017,"Tuesday",FALSE
2022-10-08,800,854,566,"MONTREUIL",63989,"NON DEFINI",15,"Oct",2022,"Saturday",FALSE
2020-11-06,810,802,616,"PALAISEAU",63175,"TST",88,"Nov",2020,"Friday",FALSE
2017-01-31,800,805,965,"OZOIR-LA-FERRIERE",67747,"AMETHYSTE",43,"Jan",2017,"Tuesday",FALSE
2022-05-18,100,110,224,"CRETEIL-PREFECTURE (HOTEL DE VILLE)",70021,"AUTRE TITRE",677,"May",2022,"Wednesday",FALSE
2020-12-02,800,803,632,"PEREIRE-LEVALLOIS",71453,"IMAGINE R",195,"Dec",2020,"Wednesday",FALSE
2021-12-15,100,110,802,"SIMPLON",71556,"NAVIGO JOUR",6,"Dec",2021,"Wednesday",FALSE
2019-05-04,100,110,808,"STALINGRAD",71961,"NAVIGO",90,"May",2019,"Saturday",FALSE
2017-03-23,800,850,569,"MORMANT",62351,"AMETHYSTE",5,"Mar",2017,"Thursday",FALSE
2018-05-25,800,803,31,"ATHIS-MONS",63134,"FGT",51,"May",2018,"Friday",FALSE
2017-02-22,800,803,524,"MASSY-VERRIERES",63320,"AMETHYSTE",5,"Feb",2017,"Wednesday",FALSE
2020-06-21,810,802,427,"LE BOURGET",72641,"IMAGINE R",530,"Jun",2020,"Sunday",FALSE
2022-08-27,100,110,555,"MONTGALLET    ",71631,"AUTRE TITRE",185,"Aug",2022,"Saturday",FALSE
2017-09-08,800,854,448,"LES CLAIRIERES-DE-VERNEUIL",65985,"AMETHYSTE",5,"Sep",2017,"Friday",FALSE
2022-01-27,800,803,361,"INVALIDES",71274,"FGT",47,"Jan",2022,"Thursday",FALSE
2017-12-13,800,850,417,"LAGNY-THORIGNY",68494,"IMAGINE R",1104,"Dec",2017,"Wednesday",FALSE
2019-04-22,100,110,778,"SAINT-PHILIPPE-DU-ROULE",71334,"TST",101,"Apr",2019,"Monday",FALSE
2017-05-12,100,110,1006,"OLYMPIADES",71557,"TST",810,"May",2017,"Friday",FALSE
2021-02-13,800,803,679,"PORCHEFONTAINE",63886,"TST",8,"Feb",2021,"Saturday",FALSE
2021-02-18,800,850,305,"GARE DE L'EST",71359,"NAVIGO",978,"Feb",2021,"Thursday",FALSE
2022-02-20,100,110,416,"LA FOURCHE",71474,"FGT",118,"Feb",2022,"Sunday",FALSE
2023-03-09,800,854,712,"PUTEAUX",71422,"NON DEFINI",5,"Mar",2023,"Thursday",FALSE
2021-09-30,800,853,895,"VILLAINES",67072,"IMAGINE R",33,"Sep",2021,"Thursday",FALSE
2017-02-22,800,854,191,"CLICHY-LEVALLOIS",72073,"TST",264,"Feb",2017,"Wednesday",FALSE
2017-05-14,800,803,367,"ISSY-VAL DE SEINE",71016,"AUTRE TITRE",21,"May",2017,"Sunday",FALSE
2019-01-26,800,853,895,"VILLAINES",67072,"NAVIGO",11,"Jan",2019,"Saturday",FALSE
2018-05-06,800,804,482,"LOUVRES",69300,"IMAGINE R",83,"May",2018,"Sunday",FALSE
2022-06-26,100,110,728,"RENNES",73640,"TST",50,"Jun",2022,"Sunday",FALSE
2021-02-23,100,110,718,"QUAI DE LA RAPEE",71637,"NON DEFINI",82,"Feb",2021,"Tuesday",FALSE
2019-06-23,100,110,709,"PRE SAINT-GERVAIS",71911,"NAVIGO",16,"Jun",2019,"Sunday",FALSE
2021-09-28,800,804,135,"CESSON",62176,"NAVIGO JOUR",8,"Sep",2021,"Tuesday",FALSE
2022-07-07,800,805,181,"CHENAY GAGNY",73266,"AMETHYSTE",68,"Jul",2022,"Thursday",FALSE
2018-01-07,800,803,42,"AVENUE HENRI MARTIN",71286,"NAVIGO",5,"Jan",2018,"Sunday",FALSE
2018-03-14,800,853,296,"FREPILLON",66798,"NAVIGO JOUR",5,"Mar",2018,"Wednesday",FALSE
2023-06-30,100,110,297,"GABRIEL PERI",72203,"TST",1381,"Jun",2023,"Friday",FALSE
2023-04-19,800,805,967,"TOURNAN",67625,"IMAGINE R",560,"Apr",2023,"Wednesday",FALSE
2022-06-14,800,850,581,"NANTEUIL-SAACY",69072,"NAVIGO JOUR",5,"Jun",2022,"Tuesday",FALSE
2021-07-13,800,804,333,"GOUSSAINVILLE",66535,"NAVIGO",456,"Jul",2021,"Tuesday",FALSE
2022-12-26,100,110,759,"SAINT-AUGUSTIN",73690,"NAVIGO",66,"Dec",2022,"Monday",FALSE
2018-07-14,100,110,382,"JULES JOFFRIN",71521,"NAVIGO JOUR",5,"Jul",2018,"Saturday",TRUE
2019-08-27,100,110,280,"FALGUIERE",73641,"NAVIGO JOUR",5,"Aug",2019,"Tuesday",FALSE
2021-10-01,800,854,394,"LA DEFENSE-GRANDE ARCHE",71517,"AUTRE TITRE",5,"Oct",2021,"Friday",FALSE
2020-02-20,800,854,508,"MANTES-STATION",65770,"NAVIGO",495,"Feb",2020,"Thursday",FALSE
2017-03-24,800,854,365,"ISSOU-PORCHEVILLE",65668,"TST",8,"Mar",2017,"Friday",FALSE
2018-03-22,800,805,912,"VILLIERS-SUR-MARNE-PLESSIS-TREVISE",73097,"FGT",394,"Mar",2018,"Thursday",FALSE
2017-07-01,100,110,44,"AVRON",71697,"FGT",223,"Jul",2017,"Saturday",FALSE
2021-05-13,100,110,736,"RICHARD LENOIR",73648,"NAVIGO JOUR",5,"May",2021,"Thursday",TRUE
2020-10-13,810,801,660,"POISSY",64883,"NAVIGO",151,"Oct",2020,"Tuesday",FALSE
2022-08-24,100,110,583,"NATION        ",71673,"FGT",365,"Aug",2022,"Wednesday",FALSE
2022-06-07,810,802,429,"LE GUICHET",63025,"IMAGINE R",929,"Jun",2022,"Tuesday",FALSE
2020-05-04,100,110,628,"PASTEUR",71125,"NAVIGO",8,"May",2020,"Monday",FALSE
2017-04-10,800,804,806,"STADE DE FRANCE-SAINT-DENIS",72206,"AMETHYSTE",46,"Apr",2017,"Monday",FALSE
2017-04-17,100,110,630,"PELLEPORT",71828,"AMETHYSTE",23,"Apr",2017,"Monday",FALSE
2022-07-22,100,110,897,"VILLEJ.L.ARAG.",70143,"NAVIGO JOUR",45,"Jul",2022,"Friday",FALSE
2020-12-04,800,804,845,"SURVILLIERS-FOSSES",69450,"TST",133,"Dec",2020,"Friday",FALSE
2022-08-25,800,803,829,"ST MICHEL ORGE",60536,"NAVIGO JOUR",6,"Aug",2022,"Thursday",FALSE
2022-12-12,100,110,773,"SAINT-MARCEL  ",71092,"NAVIGO",82,"Dec",2022,"Monday",FALSE
2020-12-26,100,110,370,"JACQUES BONSERGENT",71322,"NAVIGO JOUR",5,"Dec",2020,"Saturday",FALSE
2022-04-16,100,110,246,"DUROC",71159,"AMETHYSTE",117,"Apr",2022,"Saturday",TRUE
2019-05-30,800,853,536,"MERIEL",67065,"TST",10,"May",2019,"Thursday",TRUE
2023-05-16,800,854,557,"MONTGEROULT",67076,"IMAGINE R",8,"May",2023,"Tuesday",FALSE
2017-09-22,810,802,330,"GIF-SUR-YVETTE",62890,"TST",53,"Sep",2017,"Friday",FALSE
2017-09-02,800,854,867,"VAL-D'ARGENTEUIL",65110,"TST",264,"Sep",2017,"Saturday",FALSE
2021-02-06,800,852,657,"PLAISIR-GRIGNON",64199,"NON DEFINI",55,"Feb",2021,"Saturday",FALSE
2019-04-08,800,803,57,"BOULEVARD VICTOR",74002,"AUTRE TITRE",5,"Apr",2019,"Monday",FALSE
2020-08-21,100,110,701,"PORTE DE VERSAILLES",71045,"NAVIGO JOUR",5,"Aug",2020,"Friday",FALSE
2017-01-31,800,851,824,"SAINT-MAMMES",61423,"NAVIGO",191,"Jan",2017,"Tuesday",FALSE
2021-03-30,800,803,109,"BREUILLET-BRUYERES-LE-CHATEL",60028,"AMETHYSTE",5,"Mar",2021,"Tuesday",FALSE
2022-01-17,800,854,82,"BOIS-COLOMBES",72179,"TST",255,"Jan",2022,"Monday",FALSE
2021-01-09,800,853,485,"LUZARCHES",67177,"NAVIGO",35,"Jan",2021,"Saturday",FALSE
2017-11-24,100,110,493,"MAIRIE DE SAINT-OUEN",72168,"TST",884,"Nov",2017,"Friday",FALSE
2020-09-12,100,110,221,"COUR SAINT-EMILION",71576,"NAVIGO",53,"Sep",2020,"Saturday",FALSE
2017-05-28,100,110,409,"LA CHAPELLE",71434,"IMAGINE R",768,"May",2017,"Sunday",FALSE
2022-03-10,800,803,177,"CHAVILLE-VELIZY",69487,"AUTRE TITRE",5,"Mar",2022,"Thursday",FALSE
2022-09-24,100,110,16,"ANATOLE FRANCE",71519,"IMAGINE R",924,"Sep",2022,"Saturday",FALSE
2020-12-25,100,110,362,"INVALIDES",71274,"FGT",20,"Dec",2020,"Friday",TRUE
2021-08-16,100,110,311,"AUSTERLITZ",71135,"NAVIGO",163,"Aug",2021,"Monday",FALSE
2020-07-28,100,110,107,"BREGUET-SABIN",73621,"AUTRE TITRE",74,"Jul",2020,"Tuesday",FALSE
2019-04-01,810,801,596,"NOISIEL",68153,"AMETHYSTE",174,"Apr",2019,"Monday",FALSE
2021-07-20,100,110,716,"PYRENEES",71864,"IMAGINE R",573,"Jul",2021,"Tuesday",FALSE
2022-10-08,100,110,631,"PEREIRE       ",71453,"NON DEFINI",174,"Oct",2022,"Saturday",FALSE
2020-03-09,100,110,98,"RUE DES BOULETS",71694,"AMETHYSTE",222,"Mar",2020,"Monday",FALSE
2017-02-14,100,110,728,"RENNES",73640,"FGT",62,"Feb",2017,"Tuesday",FALSE
2020-09-19,100,110,160,"CHATEAU DE VINCENNES",71634,"TST",295,"Sep",2020,"Saturday",FALSE
2017-10-15,100,110,379,"JOURDAIN",71868,"NAVIGO",28,"Oct",2017,"Sunday",FALSE
2020-10-22,800,851,588,"NEMOURS-SAINT-PIERRE",61218,"FGT",31,"Oct",2020,"Thursday",FALSE
2018-11-19,810,802,790,"SCEAUX",74265,"FGT",34,"Nov",2018,"Monday",FALSE
2019-09-18,800,850,267,"ESBLY",68653,"NAVIGO JOUR",5,"Sep",2019,"Wednesday",FALSE
2023-03-04,100,110,776,"SAINT-MICHEL",73620,"TST",399,"Mar",2023,"Saturday",FALSE
2019-01-06,810,802,827,"SAINT-MICHEL NOTRE DAME",73620,"TST",143,"Jan",2019,"Sunday",FALSE
2018-01-08,800,854,884,"VERSAILLES RIVE DROITE",64021,"NAVIGO",129,"Jan",2018,"Monday",FALSE
2022-06-15,100,110,126,"CARREFOUR PLEYEL",72217,"TST",534,"Jun",2022,"Wednesday",FALSE
2017-12-13,100,110,209,"CORENTIN CARIOU",72031,"TST",365,"Dec",2017,"Wednesday",FALSE
2019-01-05,100,110,768,"SAINT-JACQUES",71041,"NON DEFINI",5,"Jan",2019,"Saturday",FALSE
2020-04-17,100,110,510,"MARCADET-POISSONNIERS",71511,"NAVIGO JOUR",5,"Apr",2020,"Friday",FALSE
2022-09-22,800,804,672,"PONTHIERRY",61976,"IMAGINE R",198,"Sep",2022,"Thursday",FALSE
2022-12-19,810,801,753,"RUEIL-MALMAIS.",70902,"NAVIGO JOUR",82,"Dec",2022,"Monday",FALSE
2022-02-13,100,110,871,"VANEAU",71170,"NON DEFINI",112,"Feb",2022,"Sunday",FALSE
2020-11-16,800,854,346,"HERBLAY",65897,"NAVIGO JOUR",5,"Nov",2020,"Monday",FALSE
2021-06-18,100,110,705,"PORTE DOREE",71591,"NON DEFINI",400,"Jun",2021,"Friday",FALSE
2017-04-28,100,110,180,"CHEMIN VERT",73622,"TST",77,"Apr",2017,"Friday",FALSE
2020-08-13,800,852,938,"SAINT-QUENTIN-EN-YVELINES",63812,"IMAGINE R",104,"Aug",2020,"Thursday",FALSE
2021-09-02,810,801,202,"CONFLANS-FIN-D'OISE",73605,"IMAGINE R",590,"Sep",2021,"Thursday",FALSE
2021-12-11,800,852,406,"LA VERRIERE",63426,"NAVIGO JOUR",14,"Dec",2021,"Saturday",FALSE
2021-05-31,800,854,365,"ISSOU-PORCHEVILLE",65668,"NAVIGO",5,"May",2021,"Monday",FALSE
2017-01-25,800,853,815,"SAINT-DENIS",72323,"AMETHYSTE",444,"Jan",2017,"Wednesday",FALSE
2022-01-04,100,110,779,"SAINT-PLACIDE",71184,"AUTRE TITRE",494,"Jan",2022,"Tuesday",FALSE
2022-01-20,800,854,480,"LOUVECIENNES",64341,"NAVIGO",376,"Jan",2022,"Thursday",FALSE
2019-03-30,800,804,48,"BALLANCOURT",59825,"AMETHYSTE",8,"Mar",2019,"Saturday",FALSE
2018-06-04,800,803,380,"JOUY-EN-JOSAS",63523,"TST",14,"Jun",2018,"Monday",FALSE
2019-03-03,800,804,740,"RIS-ORANGIS",60839,"IMAGINE R",47,"Mar",2019,"Sunday",FALSE
2018-03-23,800,854,480,"LOUVECIENNES",64341,"FGT",6,"Mar",2018,"Friday",FALSE
2020-05-07,800,803,42,"AVENUE HENRI MARTIN",71286,"AMETHYSTE",5,"May",2020,"Thursday",FALSE
2021-02-22,800,803,179,"CHEMIN D'ANTONY",69682,"AMETHYSTE",5,"Feb",2021,"Monday",FALSE
2017-09-11,800,854,262,"EPONE-MEZIERES",65326,"AMETHYSTE",15,"Sep",2017,"Monday",FALSE
2022-03-03,100,110,183,"CHEVALERET",73651,"FGT",203,"Mar",2022,"Thursday",FALSE
2022-01-17,800,852,18,"ANGERVILLE",59403,"IMAGINE R",19,"Jan",2022,"Monday",FALSE
2022-07-10,100,110,700,"PORTE D.VANVES",71006,"FGT",282,"Jul",2022,"Sunday",FALSE
2021-02-26,810,802,680,"PORT ROYAL",71106,"TST",249,"Feb",2021,"Friday",FALSE
2019-09-17,800,803,141,"CHAMP DE MARS-TOUR EIFFEL",73844,"NAVIGO",80,"Sep",2019,"Tuesday",FALSE
2023-04-29,800,852,720,"RAMBOUILLET",60665,"NAVIGO JOUR",24,"Apr",2023,"Saturday",FALSE
2018-12-11,800,800,1202,"EPINAY VIL T11",65227,"TST",72,"Dec",2018,"Tuesday",FALSE
2017-09-21,800,803,450,"LES GRESILLONS",72225,"TST",66,"Sep",2017,"Thursday",FALSE
2019-04-25,800,803,825,"SAINT-MARTIN-D'ETAMPES",59531,"NAVIGO",5,"Apr",2019,"Thursday",FALSE
2019-10-10,810,801,128,"CERGY LE HAUT",66834,"TST",504,"Oct",2019,"Thursday",FALSE
2017-01-15,100,110,694,"PORTE DE PANTIN",71989,"TST",541,"Jan",2017,"Sunday",FALSE
2020-02-28,800,803,41,"AVENUE FOCH",71321,"NAVIGO JOUR",5,"Feb",2020,"Friday",FALSE
2018-08-19,100,110,791,"SEGUR",71157,"NAVIGO",13,"Aug",2018,"Sunday",FALSE
2020-05-06,100,110,150,"CHARENTON-ECOLES",70648,"NON DEFINI",20,"May",2020,"Wednesday",FALSE
2021-08-09,810,802,621,"PARC DES EXPOSITIONS",73568,"TST",211,"Aug",2021,"Monday",FALSE
2017-06-02,800,854,346,"HERBLAY",65897,"FGT",105,"Jun",2017,"Friday",FALSE
2020-02-23,100,110,718,"QUAI DE LA RAPEE",71637,"NAVIGO",32,"Feb",2020,"Sunday",FALSE
2020-01-26,100,110,897,"VILLEJUIF-LOUIS ARAGON",70143,"AUTRE TITRE",150,"Jan",2020,"Sunday",FALSE
2017-12-22,800,804,740,"RIS-ORANGIS",60839,"NAVIGO",954,"Dec",2017,"Friday",FALSE
2017-09-18,100,110,301,"GAMBETTA",71808,"FGT",622,"Sep",2017,"Monday",FALSE
2023-01-30,100,110,75,"BIR-HAKEIM",71219,"TST",430,"Jan",2023,"Monday",FALSE
2018-06-15,100,110,648,"PLACE DE CLICHY",71435,"TST",1087,"Jun",2018,"Friday",FALSE
2017-08-10,810,801,597,"NOISY-CHAMPS",73163,"AMETHYSTE",261,"Aug",2017,"Thursday",FALSE
2018-06-03,800,805,912,"VILLIERS-SUR-MARNE-PLESSIS-TREVISE",73097,"IMAGINE R",467,"Jun",2018,"Sunday",FALSE
2021-08-15,100,110,12,"ECOLE VETERINAIRE DE MAISONS-ALFORT",70522,"NAVIGO",31,"Aug",2021,"Sunday",TRUE
2022-01-18,100,110,725,"REAUMUR-SEBASTOPOL",73636,"NAVIGO",134,"Jan",2022,"Tuesday",FALSE
2022-04-29,100,110,499,"MAISONS-ALFORT-LES JUILLIOTTES",70358,"TST",268,"Apr",2022,"Friday",FALSE
2023-04-30,800,851,588,"NEMOURS ST PIER",61218,"AMETHYSTE",13,"Apr",2023,"Sunday",FALSE
2020-07-25,100,110,694,"PORTE DE PANTIN",71989,"TST",583,"Jul",2020,"Saturday",FALSE
2019-02-24,800,804,334,"GRAND-BOURG",73627,"AMETHYSTE",5,"Feb",2019,"Sunday",FALSE
2021-12-30,100,110,232,"DANUBE",71930,"FGT",33,"Dec",2021,"Thursday",FALSE
2021-08-23,100,110,156,"CHARONNE",73647,"NON DEFINI",376,"Aug",2021,"Monday",FALSE
2018-06-16,100,110,442,"LE KREMLIN-BICETRE",70452,"FGT",321,"Jun",2018,"Saturday",FALSE
2019-04-28,800,852,303,"GARANCIERES-LA QUEUE",64025,"FGT",5,"Apr",2019,"Sunday",FALSE
2021-03-29,100,110,836,"STRASBOURG-SAINT-DENIS",73633,"FGT",621,"Mar",2021,"Monday",FALSE
2020-04-13,800,804,428,"LE BRAS-DE-FER",60422,"TST",5,"Apr",2020,"Monday",FALSE
2021-07-17,100,110,420,"LA MOTTE-PICQUET-GRENELLE",71199,"NAVIGO",68,"Jul",2021,"Saturday",FALSE
2023-01-04,100,110,600,"N.D.DE-LORETTE",71350,"FGT",111,"Jan",2023,"Wednesday",FALSE
2019-12-28,810,801,129,"CERGY-PREFECTURE",66696,"IMAGINE R",894,"Dec",2019,"Saturday",FALSE
2021-02-07,100,110,628,"PASTEUR",71125,"NON DEFINI",196,"Feb",2021,"Sunday",FALSE
2021-11-10,100,110,604,"ODEON",73618,"NAVIGO",118,"Nov",2021,"Wednesday",FALSE
2019-06-23,800,804,921,"VOSVES",61850,"NAVIGO",18,"Jun",2019,"Sunday",FALSE
